customer_id,order_id,product_id,seller_id,price,freight_value,customer_city,customer_state,order_date,discount_amount
cust_4170,order_4170,prod_73,seller_7,420.43,40.22,rio de janeiro,RJ,2018-01-03 21:30:00,80.89
  cust_4171  ,order_4171,prod_75,seller_17,,37.43,sao paulo,PR,2018-01-03 21:31:00,19.78
  cust_4172  ,order_4172,prod_17,seller_1,,16.97,rio de janeiro,SP,2018-01-03 21:32:00,62.11
cust_4173,order_4173,prod_74,seller_7,,18.92,rio de janeiro,RJ,2018-01-03 21:33:00,16.7
cust_4174,order_4174,prod_22,seller_4,121.39,45.46,rio de janeiro,RJ,2018-01-03 21:34:00,19.16
cust_4175,order_4175,prod_27,seller_11,,15.4,rio de janeiro,PR,2018-01-03 21:35:00,27.78
cust_4176,order_4176,prod_12,seller_17,278.8,36.39,sao paulo,SP,2018-01-03 21:36:00,34.11
  cust_4177  ,order_4177,prod_18,seller_15,,11.53,curitiba,RJ,2018-01-03 21:37:00,80.94
  cust_4178  ,order_4178,prod_97,seller_19,,38.98,rio de janeiro,SP,2018-01-03 21:38:00,30.85
cust_4179,order_4179,prod_33,seller_3,49.65,15.05,rio de janeiro,PR,2018-01-03 21:39:00,8.93
  cust_4180  ,order_4180,prod_39,seller_15,,31.73,rio de janeiro,PR,2018-01-03 21:40:00,36.11
cust_4181,order_4181,prod_48,seller_14,,30.39,rio de janeiro,SP,2018-01-03 21:41:00,10.72
cust_4182,order_4182,prod_71,seller_9,,14.16,sao paulo,PR,2018-01-03 21:42:00,40.56
cust_4183,order_4183,prod_57,seller_2,166.24,27.11,curitiba,RJ,2018-01-03 21:43:00,16.1
cust_4184,order_4184,prod_54,seller_2,,44.57,sao paulo,PR,2018-01-03 21:44:00,84.76
cust_4185,order_4185,prod_83,seller_18,86.27,35.62,rio de janeiro,PR,2018-01-03 21:45:00,13.92
cust_4186,order_4186,prod_50,seller_6,170.17,49.67,sao paulo,SP,2018-01-03 21:46:00,3.54
cust_4187,order_4187,prod_77,seller_13,224.2,40.3,sao paulo,SP,2018-01-03 21:47:00,6.0
  cust_4188  ,order_4188,prod_91,seller_18,,33.96,sao paulo,RJ,2018-01-03 21:48:00,5.17
  cust_4189  ,order_4189,prod_67,seller_10,419.52,30.34,curitiba,SP,2018-01-03 21:49:00,41.39
  cust_4190  ,order_4190,prod_4,seller_4,,47.18,rio de janeiro,SP,2018-01-03 21:50:00,0.63
  cust_4191  ,order_4191,prod_27,seller_10,398.1,28.72,rio de janeiro,PR,2018-01-03 21:51:00,57.62
cust_4192,order_4192,prod_62,seller_5,,23.12,curitiba,PR,2018-01-03 21:52:00,40.11
cust_4193,order_4193,prod_48,seller_4,448.38,42.55,sao paulo,RJ,2018-01-03 21:53:00,74.96
cust_4194,order_4194,prod_29,seller_16,451.22,47.31,rio de janeiro,SP,2018-01-03 21:54:00,25.25
cust_4195,order_4195,prod_34,seller_7,390.99,26.55,rio de janeiro,SP,2018-01-03 21:55:00,40.6
  cust_4196  ,order_4196,prod_8,seller_14,103.2,11.18,rio de janeiro,PR,2018-01-03 21:56:00,2.42
cust_4197,order_4197,prod_24,seller_14,163.8,32.38,sao paulo,SP,2018-01-03 21:57:00,28.98
cust_4198,order_4198,prod_78,seller_11,468.8,38.34,curitiba,SP,2018-01-03 21:58:00,16.41
cust_4199,order_4199,prod_2,seller_11,,21.81,sao paulo,RJ,2018-01-03 21:59:00,6.21
cust_4200,order_4200,prod_83,seller_4,273.99,38.65,curitiba,RJ,2018-01-03 22:00:00,11.24
cust_4201,order_4201,prod_34,seller_11,458.7,28.9,curitiba,RJ,2018-01-03 22:01:00,73.96
cust_4202,order_4202,prod_80,seller_15,438.36,18.56,rio de janeiro,RJ,2018-01-03 22:02:00,9.28
cust_4203,order_4203,prod_26,seller_4,366.47,33.33,sao paulo,PR,2018-01-03 22:03:00,45.03
cust_4204,order_4204,prod_83,seller_5,442.3,22.5,sao paulo,RJ,2018-01-03 22:04:00,66.01
cust_4205,order_4205,prod_57,seller_14,65.78,40.41,curitiba,PR,2018-01-03 22:05:00,9.88
