customer_id,order_id,product_id,seller_id,price,freight_value,customer_city,customer_state,order_date,discount_amount
  cust_4336  ,order_4336,prod_49,seller_8,,40.73,curitiba,RJ,2018-01-04 00:16:00,0.8
cust_4337,order_4337,prod_53,seller_18,416.34,47.28,sao paulo,PR,2018-01-04 00:17:00,2.08
  cust_4338  ,order_4338,prod_46,seller_16,177.57,43.6,curitiba,PR,2018-01-04 00:18:00,18.16
cust_4339,order_4339,prod_3,seller_17,219.49,38.28,rio de janeiro,SP,2018-01-04 00:19:00,35.63
cust_4340,order_4340,prod_18,seller_11,304.12,34.31,sao paulo,PR,2018-01-04 00:20:00,7.75
cust_4341,order_4341,prod_50,seller_6,158.05,28.45,rio de janeiro,SP,2018-01-04 00:21:00,3.94
cust_4342,order_4342,prod_26,seller_5,221.94,22.79,rio de janeiro,RJ,2018-01-04 00:22:00,25.24
  cust_4343  ,order_4343,prod_54,seller_19,199.29,43.95,sao paulo,SP,2018-01-04 00:23:00,9.34
cust_4344,order_4344,prod_17,seller_10,177.52,34.14,rio de janeiro,PR,2018-01-04 00:24:00,25.93
cust_4345,order_4345,prod_73,seller_18,200.31,24.57,rio de janeiro,SP,2018-01-04 00:25:00,38.04
cust_4346,order_4346,prod_19,seller_11,15.45,40.32,sao paulo,PR,2018-01-04 00:26:00,2.37
cust_4347,order_4347,prod_65,seller_11,444.27,7.43,sao paulo,SP,2018-01-04 00:27:00,77.94
  cust_4348  ,order_4348,prod_83,seller_2,488.9,41.59,curitiba,SP,2018-01-04 00:28:00,50.81
  cust_4349  ,order_4349,prod_36,seller_8,432.62,41.48,rio de janeiro,RJ,2018-01-04 00:29:00,72.02
  cust_4350  ,order_4350,prod_14,seller_11,12.81,15.28,rio de janeiro,PR,2018-01-04 00:30:00,0.47
cust_4351,order_4351,prod_1,seller_3,377.93,6.7,rio de janeiro,SP,2018-01-04 00:31:00,5.17
cust_4352,order_4352,prod_36,seller_4,,37.12,rio de janeiro,SP,2018-01-04 00:32:00,38.15
  cust_4353  ,order_4353,prod_12,seller_12,56.15,13.99,rio de janeiro,SP,2018-01-04 00:33:00,0.58
  cust_4354  ,order_4354,prod_88,seller_5,467.1,49.82,rio de janeiro,RJ,2018-01-04 00:34:00,83.38
  cust_4355  ,order_4355,prod_97,seller_14,390.35,5.41,curitiba,SP,2018-01-04 00:35:00,53.99
cust_4356,order_4356,prod_98,seller_9,81.2,15.34,curitiba,PR,2018-01-04 00:36:00,15.46
cust_4357,order_4357,prod_92,seller_8,,6.89,sao paulo,SP,2018-01-04 00:37:00,30.28
cust_4358,order_4358,prod_59,seller_3,71.84,40.22,curitiba,PR,2018-01-04 00:38:00,6.99
cust_4359,order_4359,prod_33,seller_8,232.79,31.04,curitiba,PR,2018-01-04 00:39:00,34.53
cust_4360,order_4360,prod_45,seller_11,,43.18,sao paulo,PR,2018-01-04 00:40:00,4.27
  cust_4361  ,order_4361,prod_26,seller_11,83.59,48.32,curitiba,PR,2018-01-04 00:41:00,9.06
cust_4362,order_4362,prod_84,seller_6,484.22,32.46,rio de janeiro,PR,2018-01-04 00:42:00,63.87
cust_4363,order_4363,prod_44,seller_1,290.34,15.43,curitiba,SP,2018-01-04 00:43:00,56.84
cust_4364,order_4364,prod_39,seller_18,137.0,9.17,rio de janeiro,RJ,2018-01-04 00:44:00,20.4
cust_4365,order_4365,prod_69,seller_19,390.44,43.98,curitiba,PR,2018-01-04 00:45:00,9.22
cust_4366,order_4366,prod_38,seller_18,438.87,16.03,sao paulo,RJ,2018-01-04 00:46:00,41.72
  cust_4367  ,order_4367,prod_36,seller_6,,45.21,sao paulo,PR,2018-01-04 00:47:00,54.12
  cust_4368  ,order_4368,prod_23,seller_12,467.16,44.52,curitiba,PR,2018-01-04 00:48:00,13.7
cust_4369,order_4369,prod_7,seller_3,453.74,33.25,rio de janeiro,PR,2018-01-04 00:49:00,39.2
cust_4370,order_4370,prod_4,seller_18,323.08,32.18,rio de janeiro,SP,2018-01-04 00:50:00,18.35
cust_4371,order_4371,prod_40,seller_1,,47.79,sao paulo,RJ,2018-01-04 00:51:00,4.23
  cust_4372  ,order_4372,prod_99,seller_9,463.53,39.02,sao paulo,SP,2018-01-04 00:52:00,47.47
cust_4373,order_4373,prod_26,seller_17,70.02,35.75,curitiba,SP,2018-01-04 00:53:00,2.32
cust_4374,order_4374,prod_64,seller_14,92.71,24.61,sao paulo,SP,2018-01-04 00:54:00,10.95
  cust_4375  ,order_4375,prod_33,seller_17,,26.78,rio de janeiro,RJ,2018-01-04 00:55:00,7.55
  cust_4376  ,order_4376,prod_30,seller_10,149.0,22.5,sao paulo,RJ,2018-01-04 00:56:00,21.56
cust_4377,order_4377,prod_17,seller_2,,47.58,sao paulo,PR,2018-01-04 00:57:00,12.17
  cust_4378  ,order_4378,prod_56,seller_1,453.6,33.72,sao paulo,PR,2018-01-04 00:58:00,81.31
  cust_4379  ,order_4379,prod_66,seller_3,250.61,40.12,curitiba,PR,2018-01-04 00:59:00,1.31
  cust_4380  ,order_4380,prod_35,seller_2,281.4,6.67,curitiba,SP,2018-01-04 01:00:00,29.38
cust_4381,order_4381,prod_53,seller_9,217.34,43.36,sao paulo,RJ,2018-01-04 01:01:00,13.91
cust_4382,order_4382,prod_48,seller_1,356.71,23.79,rio de janeiro,PR,2018-01-04 01:02:00,16.06
cust_4383,order_4383,prod_27,seller_4,59.34,38.17,rio de janeiro,SP,2018-01-04 01:03:00,5.6
  cust_4384  ,order_4384,prod_69,seller_8,,6.8,rio de janeiro,RJ,2018-01-04 01:04:00,5.69
cust_4385,order_4385,prod_55,seller_14,324.26,45.22,curitiba,PR,2018-01-04 01:05:00,59.36
  cust_4386  ,order_4386,prod_7,seller_13,272.09,34.69,sao paulo,PR,2018-01-04 01:06:00,16.5
cust_4387,order_4387,prod_49,seller_2,209.61,25.59,sao paulo,PR,2018-01-04 01:07:00,6.47
cust_4388,order_4388,prod_39,seller_18,,18.66,rio de janeiro,RJ,2018-01-04 01:08:00,25.01
cust_4389,order_4389,prod_79,seller_11,35.39,19.0,rio de janeiro,RJ,2018-01-04 01:09:00,4.12
cust_4390,order_4390,prod_31,seller_7,,18.65,sao paulo,RJ,2018-01-04 01:10:00,13.81
cust_4391,order_4391,prod_95,seller_8,,10.9,curitiba,PR,2018-01-04 01:11:00,32.92
  cust_4392  ,order_4392,prod_61,seller_17,,25.87,sao paulo,RJ,2018-01-04 01:12:00,23.68
  cust_4393  ,order_4393,prod_13,seller_9,,25.41,sao paulo,RJ,2018-01-04 01:13:00,58.52
cust_4394,order_4394,prod_40,seller_5,371.4,23.54,rio de janeiro,SP,2018-01-04 01:14:00,26.69
cust_4395,order_4395,prod_88,seller_9,117.53,36.64,rio de janeiro,RJ,2018-01-04 01:15:00,10.32
  cust_4396  ,order_4396,prod_26,seller_2,332.01,23.89,sao paulo,SP,2018-01-04 01:16:00,11.98
cust_4397,order_4397,prod_70,seller_3,74.81,9.01,sao paulo,RJ,2018-01-04 01:17:00,11.32
cust_4398,order_4398,prod_78,seller_6,105.09,43.34,sao paulo,PR,2018-01-04 01:18:00,3.3
cust_4399,order_4399,prod_69,seller_5,359.93,24.13,rio de janeiro,PR,2018-01-04 01:19:00,56.03
cust_4400,order_4400,prod_9,seller_7,71.69,34.49,rio de janeiro,RJ,2018-01-04 01:20:00,11.44
cust_4401,order_4401,prod_38,seller_2,147.3,46.85,sao paulo,PR,2018-01-04 01:21:00,21.99
cust_4402,order_4402,prod_35,seller_12,450.05,39.53,rio de janeiro,PR,2018-01-04 01:22:00,1.75
cust_4403,order_4403,prod_35,seller_3,371.77,29.25,curitiba,RJ,2018-01-04 01:23:00,20.31
cust_4404,order_4404,prod_88,seller_5,,29.53,sao paulo,PR,2018-01-04 01:24:00,43.6
cust_4405,order_4405,prod_1,seller_19,442.1,43.23,curitiba,RJ,2018-01-04 01:25:00,52.66
cust_4406,order_4406,prod_54,seller_1,163.16,42.06,sao paulo,PR,2018-01-04 01:26:00,30.0
cust_4407,order_4407,prod_98,seller_6,319.86,13.04,sao paulo,RJ,2018-01-04 01:27:00,24.03
  cust_4408  ,order_4408,prod_87,seller_10,195.56,33.19,sao paulo,SP,2018-01-04 01:28:00,34.22
cust_4409,order_4409,prod_61,seller_6,351.58,43.96,sao paulo,SP,2018-01-04 01:29:00,11.49
cust_4410,order_4410,prod_99,seller_7,180.74,41.15,sao paulo,PR,2018-01-04 01:30:00,13.42
  cust_4411  ,order_4411,prod_40,seller_3,10.65,10.61,rio de janeiro,SP,2018-01-04 01:31:00,0.11
  cust_4412  ,order_4412,prod_61,seller_9,,24.61,rio de janeiro,PR,2018-01-04 01:32:00,8.32
cust_4413,order_4413,prod_54,seller_15,387.8,28.32,curitiba,SP,2018-01-04 01:33:00,11.68
cust_4414,order_4414,prod_5,seller_12,51.16,16.6,rio de janeiro,RJ,2018-01-04 01:34:00,2.63
cust_4415,order_4415,prod_5,seller_18,303.72,35.58,rio de janeiro,RJ,2018-01-04 01:35:00,47.09
  cust_4416  ,order_4416,prod_89,seller_14,,26.43,rio de janeiro,RJ,2018-01-04 01:36:00,46.02
cust_4417,order_4417,prod_18,seller_16,373.14,18.39,sao paulo,SP,2018-01-04 01:37:00,1.04
cust_4418,order_4418,prod_36,seller_9,212.59,20.16,curitiba,SP,2018-01-04 01:38:00,0.1
  cust_4419  ,order_4419,prod_62,seller_12,112.22,43.55,sao paulo,RJ,2018-01-04 01:39:00,11.46
cust_4420,order_4420,prod_57,seller_11,462.04,43.98,curitiba,RJ,2018-01-04 01:40:00,28.18
  cust_4421  ,order_4421,prod_51,seller_16,287.54,41.56,curitiba,PR,2018-01-04 01:41:00,10.37
cust_4422,order_4422,prod_97,seller_10,208.66,46.12,curitiba,RJ,2018-01-04 01:42:00,25.61
cust_4423,order_4423,prod_78,seller_8,471.61,47.85,rio de janeiro,SP,2018-01-04 01:43:00,21.55
cust_4424,order_4424,prod_94,seller_2,115.36,27.13,sao paulo,SP,2018-01-04 01:44:00,13.66
  cust_4425  ,order_4425,prod_66,seller_17,226.72,9.35,curitiba,RJ,2018-01-04 01:45:00,17.2
cust_4426,order_4426,prod_97,seller_9,,41.0,sao paulo,RJ,2018-01-04 01:46:00,2.36
  cust_4427  ,order_4427,prod_60,seller_16,71.19,33.5,rio de janeiro,PR,2018-01-04 01:47:00,1.97
cust_4428,order_4428,prod_54,seller_13,205.31,22.12,curitiba,RJ,2018-01-04 01:48:00,9.73
  cust_4429  ,order_4429,prod_81,seller_1,352.83,48.9,curitiba,RJ,2018-01-04 01:49:00,2.11
cust_4430,order_4430,prod_87,seller_13,176.06,20.24,curitiba,SP,2018-01-04 01:50:00,10.85
cust_4431,order_4431,prod_7,seller_10,,45.84,sao paulo,SP,2018-01-04 01:51:00,62.76
  cust_4432  ,order_4432,prod_91,seller_5,404.54,31.67,curitiba,PR,2018-01-04 01:52:00,67.26
cust_4433,order_4433,prod_69,seller_6,440.01,6.65,sao paulo,RJ,2018-01-04 01:53:00,32.74
cust_4434,order_4434,prod_89,seller_13,31.91,43.72,rio de janeiro,RJ,2018-01-04 01:54:00,3.67
  cust_4435  ,order_4435,prod_71,seller_2,389.13,39.3,curitiba,RJ,2018-01-04 01:55:00,44.16
cust_4436,order_4436,prod_92,seller_12,82.1,33.91,rio de janeiro,SP,2018-01-04 01:56:00,13.61
