customer_id,order_id,product_id,seller_id,price,freight_value,customer_city,customer_state,order_date,discount_amount
cust_3506,order_3506,prod_60,seller_18,75.71,38.84,curitiba,RJ,2018-01-03 10:26:00,7.52
cust_3507,order_3507,prod_91,seller_15,-393.17,19.23,curitiba,RJ,2018-01-03 10:27:00,63.69
cust_3508,order_3508,prod_48,seller_7,-143.16,23.06,sao paulo,SP,2018-01-03 10:28:00,19.51
cust_3509,order_3509,prod_44,seller_16,411.07,48.2,rio de janeiro,PR,2018-01-03 10:29:00,22.86
cust_3510,order_3510,prod_84,seller_4,190.57,30.81,curitiba,PR,2018-01-03 10:30:00,36.55
cust_3511,order_3511,prod_9,seller_4,190.73,27.88,rio de janeiro,SP,2018-01-03 10:31:00,26.98
cust_3512,order_3512,prod_36,seller_7,377.78,49.41,sao paulo,PR,2018-01-03 10:32:00,74.64
cust_3513,order_3513,prod_80,seller_11,260.03,15.33,sao paulo,SP,2018-01-03 10:33:00,50.51
cust_3514,order_3514,prod_29,seller_4,108.48,22.91,sao paulo,RJ,2018-01-03 10:34:00,19.94
cust_3515,order_3515,prod_88,seller_18,426.7,39.19,curitiba,RJ,2018-01-03 10:35:00,64.46
cust_3516,order_3516,prod_29,seller_6,-176.68,37.09,sao paulo,RJ,2018-01-03 10:36:00,21.53
cust_3517,order_3517,prod_41,seller_8,60.36,48.5,curitiba,PR,2018-01-03 10:37:00,2.08
cust_3518,order_3518,prod_89,seller_12,213.84,34.44,curitiba,PR,2018-01-03 10:38:00,23.24
cust_3519,order_3519,prod_25,seller_9,291.24,19.09,curitiba,SP,2018-01-03 10:39:00,44.58
cust_3520,order_3520,prod_96,seller_8,-308.84,22.89,curitiba,RJ,2018-01-03 10:40:00,32.17
cust_3521,order_3521,prod_5,seller_19,419.45,9.04,sao paulo,PR,2018-01-03 10:41:00,72.84
cust_3522,order_3522,prod_27,seller_9,275.29,46.57,curitiba,PR,2018-01-03 10:42:00,6.04
cust_3523,order_3523,prod_59,seller_3,119.62,10.79,sao paulo,PR,2018-01-03 10:43:00,9.11
cust_3524,order_3524,prod_59,seller_14,138.22,29.56,sao paulo,RJ,2018-01-03 10:44:00,13.99
cust_3525,order_3525,prod_91,seller_14,59.41,23.06,sao paulo,SP,2018-01-03 10:45:00,5.14
cust_3526,order_3526,prod_96,seller_5,370.6,11.04,sao paulo,RJ,2018-01-03 10:46:00,8.05
cust_3527,order_3527,prod_68,seller_17,61.91,18.18,sao paulo,PR,2018-01-03 10:47:00,1.9
cust_3528,order_3528,prod_66,seller_8,306.85,33.51,sao paulo,PR,2018-01-03 10:48:00,51.4
cust_3529,order_3529,prod_32,seller_3,-302.5,6.41,sao paulo,PR,2018-01-03 10:49:00,29.31
cust_3530,order_3530,prod_80,seller_4,394.9,48.47,rio de janeiro,PR,2018-01-03 10:50:00,3.85
cust_3531,order_3531,prod_64,seller_14,46.57,45.91,sao paulo,RJ,2018-01-03 10:51:00,0.15
cust_3532,order_3532,prod_3,seller_5,-109.43,8.81,sao paulo,SP,2018-01-03 10:52:00,10.36
cust_3533,order_3533,prod_83,seller_9,455.69,44.08,curitiba,RJ,2018-01-03 10:53:00,14.98
cust_3534,order_3534,prod_36,seller_14,290.4,19.79,sao paulo,RJ,2018-01-03 10:54:00,40.95
cust_3535,order_3535,prod_48,seller_17,234.27,8.04,sao paulo,PR,2018-01-03 10:55:00,37.26
cust_3536,order_3536,prod_49,seller_10,376.36,18.78,sao paulo,RJ,2018-01-03 10:56:00,17.18
cust_3537,order_3537,prod_82,seller_18,-452.24,41.4,sao paulo,PR,2018-01-03 10:57:00,53.56
cust_3538,order_3538,prod_27,seller_6,138.87,34.96,rio de janeiro,SP,2018-01-03 10:58:00,4.29
cust_3539,order_3539,prod_39,seller_17,451.72,15.74,curitiba,PR,2018-01-03 10:59:00,27.43
cust_3540,order_3540,prod_4,seller_5,63.26,37.36,curitiba,RJ,2018-01-03 11:00:00,11.25
cust_3541,order_3541,prod_35,seller_2,489.06,36.85,rio de janeiro,PR,2018-01-03 11:01:00,53.22
cust_3542,order_3542,prod_9,seller_14,90.78,38.43,sao paulo,RJ,2018-01-03 11:02:00,16.08
cust_3543,order_3543,prod_58,seller_15,140.46,29.33,curitiba,RJ,2018-01-03 11:03:00,6.33
cust_3544,order_3544,prod_89,seller_18,-57.33,41.85,sao paulo,SP,2018-01-03 11:04:00,3.78
cust_3545,order_3545,prod_47,seller_18,-403.8,33.86,rio de janeiro,PR,2018-01-03 11:05:00,38.03
cust_3546,order_3546,prod_91,seller_2,-492.27,10.64,rio de janeiro,PR,2018-01-03 11:06:00,47.27
cust_3547,order_3547,prod_97,seller_12,155.52,41.46,curitiba,PR,2018-01-03 11:07:00,31.03
cust_3548,order_3548,prod_6,seller_14,169.55,19.57,sao paulo,SP,2018-01-03 11:08:00,3.88
cust_3549,order_3549,prod_52,seller_12,146.7,36.73,rio de janeiro,SP,2018-01-03 11:09:00,25.0
cust_3550,order_3550,prod_53,seller_1,85.87,35.38,rio de janeiro,PR,2018-01-03 11:10:00,14.83
cust_3551,order_3551,prod_39,seller_1,395.85,20.12,rio de janeiro,SP,2018-01-03 11:11:00,43.8
cust_3552,order_3552,prod_83,seller_13,-39.75,12.28,curitiba,RJ,2018-01-03 11:12:00,2.74
cust_3553,order_3553,prod_40,seller_17,484.21,36.27,curitiba,RJ,2018-01-03 11:13:00,50.28
cust_3554,order_3554,prod_6,seller_4,464.38,43.21,rio de janeiro,PR,2018-01-03 11:14:00,27.16
cust_3555,order_3555,prod_55,seller_1,68.04,42.72,rio de janeiro,PR,2018-01-03 11:15:00,10.87
cust_3556,order_3556,prod_20,seller_8,269.47,33.19,curitiba,PR,2018-01-03 11:16:00,26.85
cust_3557,order_3557,prod_36,seller_6,496.5,15.23,rio de janeiro,SP,2018-01-03 11:17:00,91.94
cust_3558,order_3558,prod_50,seller_19,427.78,19.23,sao paulo,RJ,2018-01-03 11:18:00,53.27
cust_3559,order_3559,prod_72,seller_18,360.42,38.96,rio de janeiro,PR,2018-01-03 11:19:00,37.07
cust_3560,order_3560,prod_28,seller_11,21.01,23.49,sao paulo,PR,2018-01-03 11:20:00,2.99
cust_3561,order_3561,prod_38,seller_19,43.5,37.96,sao paulo,SP,2018-01-03 11:21:00,4.38
cust_3562,order_3562,prod_7,seller_5,399.07,18.93,rio de janeiro,PR,2018-01-03 11:22:00,72.19
cust_3563,order_3563,prod_39,seller_19,194.46,5.28,curitiba,RJ,2018-01-03 11:23:00,7.17
cust_3564,order_3564,prod_58,seller_9,337.53,32.16,curitiba,SP,2018-01-03 11:24:00,65.71
cust_3565,order_3565,prod_62,seller_10,372.2,32.04,sao paulo,RJ,2018-01-03 11:25:00,60.46
cust_3566,order_3566,prod_30,seller_1,216.87,33.24,rio de janeiro,PR,2018-01-03 11:26:00,37.33
cust_3567,order_3567,prod_7,seller_4,80.26,17.07,sao paulo,SP,2018-01-03 11:27:00,7.75
cust_3568,order_3568,prod_58,seller_4,199.48,41.5,curitiba,SP,2018-01-03 11:28:00,33.4
cust_3569,order_3569,prod_65,seller_10,436.81,26.94,sao paulo,PR,2018-01-03 11:29:00,26.8
cust_3570,order_3570,prod_9,seller_4,172.23,39.31,curitiba,PR,2018-01-03 11:30:00,26.25
cust_3571,order_3571,prod_50,seller_2,40.7,32.5,curitiba,SP,2018-01-03 11:31:00,1.14
cust_3572,order_3572,prod_10,seller_12,479.97,23.72,curitiba,PR,2018-01-03 11:32:00,29.48
cust_3573,order_3573,prod_45,seller_17,-343.53,35.58,sao paulo,PR,2018-01-03 11:33:00,30.62
cust_3574,order_3574,prod_64,seller_2,275.02,30.87,curitiba,PR,2018-01-03 11:34:00,17.73
cust_3575,order_3575,prod_72,seller_11,416.26,27.98,curitiba,SP,2018-01-03 11:35:00,32.22
cust_3576,order_3576,prod_71,seller_19,211.47,34.19,rio de janeiro,RJ,2018-01-03 11:36:00,34.69
cust_3577,order_3577,prod_76,seller_8,492.71,8.87,curitiba,PR,2018-01-03 11:37:00,25.29
cust_3578,order_3578,prod_24,seller_4,-430.21,45.96,curitiba,PR,2018-01-03 11:38:00,64.13
cust_3579,order_3579,prod_84,seller_2,147.47,20.08,sao paulo,RJ,2018-01-03 11:39:00,2.17
cust_3580,order_3580,prod_35,seller_18,191.81,15.11,curitiba,SP,2018-01-03 11:40:00,29.38
cust_3581,order_3581,prod_38,seller_8,-145.11,39.73,curitiba,SP,2018-01-03 11:41:00,22.99
cust_3582,order_3582,prod_78,seller_2,-333.08,15.4,sao paulo,SP,2018-01-03 11:42:00,26.76
cust_3583,order_3583,prod_33,seller_17,323.27,49.81,sao paulo,SP,2018-01-03 11:43:00,46.71
cust_3584,order_3584,prod_8,seller_16,266.03,23.92,curitiba,SP,2018-01-03 11:44:00,48.69
cust_3585,order_3585,prod_71,seller_14,483.26,18.35,sao paulo,SP,2018-01-03 11:45:00,77.39
cust_3586,order_3586,prod_66,seller_2,241.41,7.79,rio de janeiro,PR,2018-01-03 11:46:00,18.85
cust_3587,order_3587,prod_58,seller_2,394.02,6.88,curitiba,RJ,2018-01-03 11:47:00,38.16
cust_3588,order_3588,prod_15,seller_5,-332.47,9.28,rio de janeiro,RJ,2018-01-03 11:48:00,51.82
cust_3589,order_3589,prod_63,seller_4,263.91,5.23,curitiba,PR,2018-01-03 11:49:00,15.44
cust_3590,order_3590,prod_20,seller_11,30.63,19.72,sao paulo,RJ,2018-01-03 11:50:00,4.92
cust_3591,order_3591,prod_55,seller_8,332.17,18.97,sao paulo,RJ,2018-01-03 11:51:00,21.8
cust_3592,order_3592,prod_51,seller_15,324.87,24.35,curitiba,SP,2018-01-03 11:52:00,52.37
cust_3593,order_3593,prod_77,seller_2,71.19,15.48,rio de janeiro,RJ,2018-01-03 11:53:00,1.24
cust_3594,order_3594,prod_97,seller_14,400.0,7.82,sao paulo,SP,2018-01-03 11:54:00,3.55
cust_3595,order_3595,prod_19,seller_18,-238.83,8.2,sao paulo,RJ,2018-01-03 11:55:00,47.65
cust_3596,order_3596,prod_12,seller_3,168.83,13.2,rio de janeiro,PR,2018-01-03 11:56:00,29.36
cust_3597,order_3597,prod_56,seller_13,413.74,19.25,rio de janeiro,RJ,2018-01-03 11:57:00,73.05
cust_3598,order_3598,prod_95,seller_10,178.25,11.66,sao paulo,SP,2018-01-03 11:58:00,33.91
cust_3599,order_3599,prod_16,seller_2,314.71,21.43,rio de janeiro,PR,2018-01-03 11:59:00,27.59
cust_3600,order_3600,prod_49,seller_6,312.78,46.5,rio de janeiro,PR,2018-01-03 12:00:00,17.94
cust_3601,order_3601,prod_41,seller_15,35.87,16.77,rio de janeiro,RJ,2018-01-03 12:01:00,0.93
cust_3602,order_3602,prod_32,seller_17,217.19,12.58,sao paulo,SP,2018-01-03 12:02:00,21.77
cust_3603,order_3603,prod_66,seller_7,119.16,34.91,rio de janeiro,PR,2018-01-03 12:03:00,5.24
cust_3604,order_3604,prod_30,seller_3,107.79,27.09,curitiba,SP,2018-01-03 12:04:00,20.17
cust_3605,order_3605,prod_49,seller_5,330.93,7.13,sao paulo,PR,2018-01-03 12:05:00,0.26
cust_3606,order_3606,prod_84,seller_17,15.59,40.45,sao paulo,SP,2018-01-03 12:06:00,0.45
cust_3607,order_3607,prod_38,seller_11,484.85,37.19,curitiba,RJ,2018-01-03 12:07:00,23.9
cust_3608,order_3608,prod_3,seller_9,203.74,48.98,rio de janeiro,PR,2018-01-03 12:08:00,8.11
cust_3609,order_3609,prod_88,seller_1,156.41,47.22,curitiba,SP,2018-01-03 12:09:00,7.06
cust_3610,order_3610,prod_28,seller_15,460.79,31.29,rio de janeiro,SP,2018-01-03 12:10:00,60.46
cust_3611,order_3611,prod_77,seller_9,248.47,35.87,curitiba,SP,2018-01-03 12:11:00,16.28
cust_3612,order_3612,prod_76,seller_11,311.02,23.43,rio de janeiro,RJ,2018-01-03 12:12:00,38.26
cust_3613,order_3613,prod_53,seller_17,350.97,44.98,sao paulo,RJ,2018-01-03 12:13:00,62.49
cust_3614,order_3614,prod_9,seller_11,-436.99,29.88,curitiba,SP,2018-01-03 12:14:00,52.66
cust_3615,order_3615,prod_95,seller_18,73.57,19.65,rio de janeiro,RJ,2018-01-03 12:15:00,10.22
cust_3616,order_3616,prod_68,seller_11,50.01,5.43,sao paulo,PR,2018-01-03 12:16:00,3.66
cust_3617,order_3617,prod_43,seller_7,496.92,31.39,rio de janeiro,PR,2018-01-03 12:17:00,15.88
cust_3618,order_3618,prod_85,seller_18,14.35,28.64,rio de janeiro,SP,2018-01-03 12:18:00,0.92
cust_3619,order_3619,prod_79,seller_13,357.02,41.53,sao paulo,RJ,2018-01-03 12:19:00,68.85
cust_3620,order_3620,prod_76,seller_15,309.42,13.42,curitiba,SP,2018-01-03 12:20:00,38.48
cust_3621,order_3621,prod_17,seller_5,280.75,41.69,sao paulo,RJ,2018-01-03 12:21:00,15.58
cust_3622,order_3622,prod_63,seller_13,395.06,5.69,sao paulo,PR,2018-01-03 12:22:00,35.63
cust_3623,order_3623,prod_29,seller_11,496.31,31.43,rio de janeiro,PR,2018-01-03 12:23:00,82.93
cust_3624,order_3624,prod_8,seller_2,32.97,22.86,curitiba,SP,2018-01-03 12:24:00,4.41
cust_3625,order_3625,prod_34,seller_5,311.12,19.92,curitiba,SP,2018-01-03 12:25:00,34.89
cust_3626,order_3626,prod_11,seller_18,-361.22,24.5,curitiba,PR,2018-01-03 12:26:00,63.95
cust_3627,order_3627,prod_11,seller_11,159.91,15.06,sao paulo,PR,2018-01-03 12:27:00,21.51
cust_3628,order_3628,prod_72,seller_15,447.5,13.25,curitiba,SP,2018-01-03 12:28:00,57.52
cust_3629,order_3629,prod_50,seller_4,233.93,41.23,curitiba,SP,2018-01-03 12:29:00,8.88
cust_3630,order_3630,prod_40,seller_5,90.59,15.25,rio de janeiro,RJ,2018-01-03 12:30:00,1.93
cust_3631,order_3631,prod_20,seller_18,428.66,38.16,rio de janeiro,RJ,2018-01-03 12:31:00,82.74
cust_3632,order_3632,prod_77,seller_8,472.03,37.01,sao paulo,RJ,2018-01-03 12:32:00,56.54
cust_3633,order_3633,prod_63,seller_17,58.76,6.5,curitiba,PR,2018-01-03 12:33:00,4.89
cust_3634,order_3634,prod_58,seller_16,378.32,44.65,curitiba,PR,2018-01-03 12:34:00,44.57
cust_3635,order_3635,prod_19,seller_7,115.36,40.52,rio de janeiro,PR,2018-01-03 12:35:00,1.43
cust_3636,order_3636,prod_13,seller_19,13.29,40.82,rio de janeiro,SP,2018-01-03 12:36:00,2.19
cust_3637,order_3637,prod_13,seller_15,137.7,41.41,rio de janeiro,PR,2018-01-03 12:37:00,5.97
cust_3638,order_3638,prod_3,seller_3,428.91,31.21,sao paulo,PR,2018-01-03 12:38:00,69.02
